epoch,step,test/acc,test/f1,test/loss,train/acc,train/f1,train/loss,val/acc,val/f1,val/loss
0,12,,,,,,,0.15463916957378387,0.09632183611392975,2.4070985317230225
0,12,,,,0.118863046169281,0.08188529312610626,2.5651793479919434,,,
1,25,,,,,,,0.1855670064687729,0.11670832335948944,2.315898895263672
1,25,,,,0.16537468135356903,0.0911395475268364,2.340235471725464,,,
2,38,,,,,,,0.22680412232875824,0.19572901725769043,2.25274395942688
2,38,,,,0.1705426424741745,0.11603216826915741,2.2828011512756348,,,
3,51,,,,,,,0.1649484485387802,0.13924889266490936,2.3003194332122803
3,51,,,,0.17571058869361877,0.1425151228904724,2.2293317317962646,,,
4,64,,,,,,,0.2989690601825714,0.24761992692947388,2.2198519706726074
4,64,,,,0.20155039429664612,0.18323908746242523,2.2247121334075928,,,
5,77,,,,,,,0.2164948433637619,0.18139800429344177,2.188519239425659
5,77,,,,0.20155039429664612,0.16916418075561523,2.2048184871673584,,,
6,90,,,,,,,0.25773194432258606,0.23663640022277832,2.196622610092163
6,90,,,,0.1860465109348297,0.16249814629554749,2.2002058029174805,,,
7,103,,,,,,,0.22680412232875824,0.2107049971818924,2.232145071029663
7,103,,,,0.1860465109348297,0.15367920696735382,2.217576265335083,,,
8,116,,,,,,,0.24742268025875092,0.20606955885887146,2.138507843017578
8,116,,,,0.22739018499851227,0.1936817169189453,2.1685338020324707,,,
9,129,,,,,,,0.20618556439876556,0.17491483688354492,2.212698221206665
9,129,,,,0.22480620443820953,0.19291484355926514,2.1402759552001953,,,
10,130,0.17322835326194763,0.20408764481544495,2.3631162643432617,,,,,,
